id,housetitle,address,quxian,shangquan,sqpinyin,money,lng,lat,geocode_status,community_type,population,built_year,area_m2,supply,price_per_m2,res_building_dist_deg,res_building_dist_m,res_building_area_m2,res_building_type,pop_by_area,density_adj,population_est
456,花样年居,深圳市南山区世界之窗39号,南山,沙河,沙河,2092,113.952417,22.527167,OK,high_end,3298,2004,84455.23,2.093,247.78512983436912,0.0035944987858089,398.989365224789,910.3004693243852,residential,5269,0.7,4041
457,佳兆业花园,深圳市南山区华侨城波托菲诺116号,南山,沙河,沙河,1182,113.967371,22.526544,OK,high_end,18882,2014,46652.63,2.014,253.39656181540357,0.0020304510239651,225.38006366012925,862.8283409192913,commercial,2910,0.7,2231
458,龙光公馆,深圳市南山区世界之窗7号,南山,沙河,沙河,4401,113.953642,22.539473,OK,high_end,19226,2006,169587.91,1.85,259.5332576635874,0.0015675836613863,174.00178641389004,2474.15701322164,commercial,10580,0.7,8114
459,卓越邸,深圳市南山区世界之窗121号,南山,沙河,沙河,4954,113.952101,22.52078,OK,high_end,11106,2015,190652.3,2.019,259.85826698963325,0.0023656307537533,262.585013666622,76.14581166004973,yes,11894,0.7,9122
460,华联名苑,深圳市南山区华侨城波托菲诺122号,南山,沙河,沙河,1968,113.974462,22.525412,OK,commodity_housing,13355,2014,148106.06,1.973,132.9377653995704,0.0031859336484873,353.63863498209764,228.59182971793072,yes,9240,1.0,10125
461,天悦雅居,深圳市南山区华侨城波托菲诺78号,南山,沙河,沙河,2754,113.942074,22.53779,OK,high_end,7633,2008,170523.1,1.78,161.5084240279328,0.0004503668948799,49.990725331675975,1806.197811619113,commercial,10638,0.7,8159
462,龙瑞湾,深圳市南山区华侨城波托菲诺179号,南山,沙河,沙河,1636,113.967259,22.53174,OK,high_end,16007,2015,58262.4,2.178,280.8982608264083,0.0017199035507514,190.9092941334149,1357.6811341353884,yes,3634,0.7,2786
463,阳光岸,深圳市南山区华侨城香山中街169号,南山,沙河,沙河,1811,113.97028,22.528014,OK,high_end,14350,2019,106393.67,2.101,170.30331524599262,0.0029301535678072,325.24704602659983,2230.408570822244,commercial,6637,0.7,5090
464,翠湖居,深圳市南山区世界之窗181号,南山,沙河,沙河,582,113.96022,22.532757,OK,commodity_housing,15668,2008,57793.4,2.082,100.81530719159306,0.0002020858264393,22.431526734771392,1463.7640761408888,apartments,3605,1.0,3950
465,碧海花园,深圳市南山区世界之窗178号,南山,沙河,沙河,545,113.957657,22.52732,OK,commodity_housing,15744,2019,55775.08,1.831,97.79828620114051,0.0018477504806648,205.1003033537944,495.5794831940841,house,3479,1.0,3812
466,金湾公馆,深圳市南山区沙河东路187号,南山,沙河,沙河,804,113.944672,22.52546,OK,commodity_housing,19017,2016,67533.77,2.144,119.08466205448796,0.0001124162763777,12.478206677932343,653.0848749773259,apartments,4213,1.0,4616
467,银湖邸,深圳市南山区世界之窗18号,南山,沙河,沙河,2597,113.949502,22.536875,OK,high_end,10837,2016,90401.66,2.217,287.36823591811907,0.0005697259264648,63.23957783759946,3763.075151872362,commercial,5640,0.7,4325
468,玉泉名苑,深圳市南山区华侨城波托菲诺70号,南山,沙河,沙河,1823,113.956632,22.531656,OK,high_end,11448,2012,91695.95,2.176,198.852720309593,0.0015537911673786,172.47081957903026,2847.7691764262,yes,5720,0.7,4386
469,宝安雅居,深圳市南山区世界之窗118号,南山,沙河,沙河,718,113.945229,22.518306,OK,high_end,8476,2021,41678.98,2.213,172.3711238909606,0.0021419664650289,237.75827761821256,2997.313644264775,yes,2600,0.7,1993
470,瑞景湾,深圳市南山区华侨城香山中街15号,南山,沙河,沙河,503,113.952956,22.523385,OK,commodity_housing,19788,2013,42065.16,1.897,119.68249573746752,0.0006031642606442,66.95123293150763,76.14581166004973,yes,2624,1.0,2875
471,盛世岸,深圳市南山区沙河东路95号,南山,沙河,沙河,1124,113.957629,22.527692,OK,commodity_housing,19081,2012,101314.46,1.867,110.98041421529707,0.0015123235286262,167.8679116775148,495.5794831940841,house,6320,1.0,6925
472,雅居居,深圳市南山区华侨城波托菲诺25号,南山,沙河,沙河,740,113.965083,22.513068,OK,commodity_housing,9748,2009,50897.44,1.937,145.47647129149823,0.0090295242676357,1002.2771937075718,502.46908634567006,yes,3175,1.0,3479
473,锦绣花园,深圳市南山区华侨城波托菲诺173号,南山,沙河,沙河,2359,113.957726,22.528098,OK,high_end,12627,2011,106419.99,1.787,221.7503222505834,0.0011057308306331,122.73612220027591,495.5794831940841,house,6639,0.7,5092
474,绿景公馆,深圳市南山区沙河东路199号,南山,沙河,沙河,3093,113.964987,22.513056,OK,high_end,6124,2013,123744.22,1.935,249.9782965039552,0.0090625127917099,1005.9389198798068,502.46908634567006,yes,7720,0.7,5921
475,振业邸,深圳市南山区沙河东路67号,南山,沙河,沙河,1092,113.954948,22.529168,OK,high_end,11226,2008,48184.03,1.944,226.75611706720517,0.0033118284601958,367.6129590817415,495.5794831940841,house,3006,0.7,2305
476,金成名苑,深圳市南山区沙河东路16号,南山,沙河,沙河,1027,113.945567,22.539273,OK,commodity_housing,7270,2014,120911.48,1.537,84.98089752145368,0.0007960748953411,88.36431338286367,681.4345993639199,yes,7543,1.0,8265
477,星海雅居,深圳市南山区世界之窗113号,南山,沙河,沙河,517,113.941929,22.520923,OK,commodity_housing,9470,2009,55681.23,1.868,92.9693795233478,0.0002895564224296,32.14076288968971,252.451857962446,yes,3473,1.0,3805
478,金地湾,深圳市南山区华侨城香山中街188号,南山,沙河,沙河,3273,113.957444,22.527278,OK,high_end,12837,2010,112684.54,1.965,290.53917955967086,0.0019657641559426,218.19982130962927,495.5794831940841,house,7030,0.7,5392
479,华润岸,深圳市南山区沙河东路188号,南山,沙河,沙河,3635,113.965412,22.535254,OK,high_end,8649,2015,188488.28,1.803,192.8850800656804,0.0002663285939489,29.562473928331272,704.8033001139091,apartments,11759,0.7,9019
480,中海居,深圳市南山区华侨城香山中街68号,南山,沙河,沙河,966,113.958535,22.528971,OK,commodity_housing,16983,2015,118343.05,1.946,81.68035313914223,0.0002929446725909,32.516858657591065,495.5794831940841,house,7383,1.0,8090
481,万科花园,深圳市南山区华侨城香山中街148号,南山,沙河,沙河,1678,113.958871,22.529765,OK,high_end,8911,2011,90458.2,1.925,185.5385990845085,0.0009286366663362,103.07866996331984,495.5794831940841,house,5643,0.7,4328
482,招商公馆,深圳市南山区华侨城香山中街114号,南山,沙河,沙河,781,113.964879,22.542391,OK,commodity_housing,5038,2013,57978.32,1.699,134.7142790637273,0.0012592957528994,139.78182857183822,2251.795140514476,yes,3617,1.0,3963
483,华侨城邸,深圳市南山区华侨城波托菲诺151号,南山,沙河,沙河,3089,113.949003,22.518687,OK,high_end,12643,2011,118379.28,2.057,260.95243466446624,0.0019330605126473,214.569716903854,2997.313644264775,yes,7385,0.7,5664
484,花样年名苑,深圳市南山区华侨城香山中街126号,南山,沙河,沙河,1806,113.961874,22.528407,OK,commodity_housing,13171,2011,132537.56,2.125,136.29158954887188,0.0001796097735195,19.93668486066904,707.9945757341775,apartments,8268,1.0,9060
485,佳兆业雅居,深圳市南山区世界之窗28号,南山,沙河,沙河,1564,113.970881,22.533064,OK,commodity_housing,15581,2009,104438.32,2.017,149.75684161590334,0.0021623843905093,240.0246673465408,183.2976584624996,house,6515,1.0,7139
486,龙光湾,深圳市南山区世界之窗85号,南山,沙河,沙河,925,113.954425,22.520933,OK,commodity_housing,5887,2019,65397.88,2.196,141.57210476982334,0.0022561074706396,250.42792924100027,76.14581166004973,yes,4080,1.0,4470
487,卓越岸,深圳市南山区沙河东路149号,南山,沙河,沙河,2556,113.96216,22.527778,OK,high_end,19234,2015,106942.33,1.936,239.06709479151783,0.0008610525976433,95.57683833840768,707.9945757341775,apartments,6671,0.7,5116
488,华联居,深圳市南山区华侨城波托菲诺135号,南山,沙河,沙河,1132,113.947105,22.529955,OK,high_end,5987,2007,73617.15,2.092,153.77986422316044,0.0004208544176593,46.71484036018468,615.0481922216667,apartments,4592,0.7,3521
489,天悦花园,深圳市南山区华侨城香山中街177号,南山,沙河,沙河,2054,113.960128,22.516925,OK,commodity_housing,19184,2016,167398.98,2.097,122.70755454253644,0.0051439671409709,570.9803526477727,199.84233048036336,yes,10443,1.0,11443
490,龙瑞公馆,深圳市南山区华侨城波托菲诺41号,南山,沙河,沙河,2625,113.961501,22.531881,OK,high_end,4627,2008,135887.89,1.975,193.2276788939294,0.0002531399057999,28.0985295437908,1794.332031828771,apartments,8477,0.7,6501
491,阳光邸,深圳市南山区世界之窗19号,南山,沙河,沙河,2154,113.952289,22.528135,OK,commodity_housing,5881,2010,190635.88,1.853,113.01546435254168,0.0033462017017825,371.4283888978605,903.0303511528596,residential,11893,1.0,13032
492,翠湖名苑,深圳市南山区华侨城香山中街177号,南山,沙河,沙河,2214,113.950248,22.520181,OK,high_end,9487,2009,123420.32,2.163,179.44414534666006,0.0026594661773217,295.2007456827105,122.57957405183016,warehouse,7700,0.7,5906
493,碧海雅居,深圳市南山区华侨城波托菲诺147号,南山,沙河,沙河,2596,113.96545,22.519184,OK,high_end,7818,2015,137863.43,1.924,188.36155523224505,0.0031327215803434,347.73209541812423,502.46908634567006,yes,8601,0.7,6596
494,金湾湾,深圳市南山区华侨城香山中街122号,南山,沙河,沙河,1234,113.959852,22.531114,OK,commodity_housing,4462,2005,101557.21,1.963,121.58346258967676,0.0006337067030837,70.34144404229448,1462.8870847150386,apartments,6336,1.0,6943
495,银湖岸,深圳市南山区华侨城香山中街109号,南山,沙河,沙河,4203,113.973163,22.534832,OK,high_end,7476,2005,169898.58,1.864,247.40682303549332,0.0001839986806872,20.423853556281,428.462613768429,house,10599,0.7,8129
496,玉泉居,深圳市南山区世界之窗79号,南山,沙河,沙河,724,113.963615,22.51021,OK,commodity_housing,11334,2011,64605.39,2.229,112.09629935309108,0.0119865815393708,1330.510550870163,86.47860941034247,yes,4030,1.0,4416
497,宝安花园,深圳市南山区华侨城香山中街11号,南山,沙河,沙河,1362,113.950942,22.516397,OK,high_end,3066,2009,47875.35,1.894,284.6078576195572,0.0047415054330426,526.3071030677386,2997.313644264775,yes,2986,0.7,2290
498,瑞景公馆,深圳市南山区世界之窗199号,南山,沙河,沙河,3902,113.958507,22.530716,OK,high_end,15940,2010,147982.91,1.867,263.7060631516825,0.0016674746436463,185.08968544474763,495.5794831940841,house,9232,0.7,7081
499,盛世邸,深圳市南山区沙河东路178号,南山,沙河,沙河,1724,113.954852,22.535586,OK,high_end,14469,2016,99831.54,2.214,172.70567568949124,0.0029621691279216,328.8007731993058,2847.7691764262,yes,6228,0.7,4776
500,雅居名苑,深圳市南山区沙河东路70号,南山,沙河,沙河,4759,113.957484,22.528959,OK,high_end,10297,2013,194433.54,1.947,244.80288126336544,0.0007818136580445,86.78131604294352,495.5794831940841,house,12130,0.7,9304
