id,housetitle,address,quxian,shangquan,sqpinyin,money,lng,lat,geocode_status,community_type,population,built_year,area_m2,supply,price_per_m2,res_building_dist_deg,res_building_dist_m,res_building_area_m2,res_building_type
486,龙光湾,深圳市南山区世界之窗85号,南山,沙河,沙河,925,113.954425,22.520933,OK,commodity_housing,5887,2019,65397.88,2.196,141.57210476982334,0.002256107470639642,250.42792924100027,76.14581166004973,yes
487,卓越岸,深圳市南山区沙河东路149号,南山,沙河,沙河,2556,113.96216,22.527778,OK,high_end,19234,2015,106942.33,1.936,239.06709479151783,0.0008610525976433124,95.57683833840768,707.9945757341775,apartments
488,华联居,深圳市南山区华侨城波托菲诺135号,南山,沙河,沙河,1132,113.947105,22.529955,OK,high_end,5987,2007,73617.15,2.092,153.77986422316044,0.0004208544176593215,46.71484036018468,615.0481922216667,apartments
489,天悦花园,深圳市南山区华侨城香山中街177号,南山,沙河,沙河,2054,113.960128,22.516925,OK,commodity_housing,19184,2016,167398.98,2.097,122.70755454253643,0.005143967140970926,570.9803526477727,199.84233048036336,yes
490,龙瑞公馆,深圳市南山区华侨城波托菲诺41号,南山,沙河,沙河,2625,113.961501,22.531881,OK,high_end,4627,2008,135887.89,1.975,193.2276788939294,0.0002531399057999171,28.0985295437908,1794.332031828771,apartments
491,阳光邸,深圳市南山区世界之窗19号,南山,沙河,沙河,2154,113.952289,22.528135,OK,commodity_housing,5881,2010,190635.88,1.853,113.01546435254167,0.0033462017017825267,371.4283888978605,903.0303511528596,residential
492,翠湖名苑,深圳市南山区华侨城香山中街177号,南山,沙河,沙河,2214,113.950248,22.520181,OK,high_end,9487,2009,123420.32,2.163,179.44414534666006,0.002659466177321716,295.2007456827105,122.57957405183016,warehouse
493,碧海雅居,深圳市南山区华侨城波托菲诺147号,南山,沙河,沙河,2596,113.96545,22.519184,OK,high_end,7818,2015,137863.43,1.924,188.36155523224505,0.0031327215803434614,347.73209541812423,502.46908634567006,yes
494,金湾湾,深圳市南山区华侨城香山中街122号,南山,沙河,沙河,1234,113.959852,22.531114,OK,commodity_housing,4462,2005,101557.21,1.963,121.58346258967677,0.0006337067030837341,70.34144404229448,1462.8870847150386,apartments
495,银湖岸,深圳市南山区华侨城香山中街109号,南山,沙河,沙河,4203,113.973163,22.534832,OK,high_end,7476,2005,169898.58,1.864,247.40682303549335,0.00018399868068721622,20.423853556281,428.46261376842904,house
496,玉泉居,深圳市南山区世界之窗79号,南山,沙河,沙河,724,113.963615,22.51021,OK,commodity_housing,11334,2011,64605.39,2.229,112.09629935309107,0.011986581539370838,1330.510550870163,86.47860941034247,yes
497,宝安花园,深圳市南山区华侨城香山中街11号,南山,沙河,沙河,1362,113.950942,22.516397,OK,high_end,3066,2009,47875.35,1.894,284.6078576195572,0.004741505433042689,526.3071030677386,2997.313644264775,yes
498,瑞景公馆,深圳市南山区世界之窗199号,南山,沙河,沙河,3902,113.958507,22.530716,OK,high_end,15940,2010,147982.91,1.867,263.7060631516825,0.001667474643646375,185.08968544474763,495.5794831940841,house
499,盛世邸,深圳市南山区沙河东路178号,南山,沙河,沙河,1724,113.954852,22.535586,OK,high_end,14469,2016,99831.54,2.214,172.70567568949124,0.002962169127921674,328.8007731993058,2847.7691764262,yes
500,雅居名苑,深圳市南山区沙河东路70号,南山,沙河,沙河,4759,113.957484,22.528959,OK,high_end,10297,2013,194433.54,1.947,244.80288126336546,0.0007818136580445362,86.78131604294352,495.5794831940841,house
