id,housetitle,address,quxian,shangquan,sqpinyin,money,lng,lat,geocode_status
617,宏发世纪城二期,深圳机荷高速溪之谷出口 地铁6号线（在建中）石岩站,宝安,石岩,shiyan,0,,,ERR:HTTP Error 429: Too 
618,石岩保障性住房项目,深圳石岩水田村德悦路旁,宝安,石岩,shiyan,0,,,NO_RESULT
619,羊台苑项目,深圳石岩街道龙大高速以东,宝安,石岩,shiyan,0,,,ERR:HTTP Error 429: Too 
620,金港华庭,深圳宝安大道与金海路交汇处,宝安,西乡,xixiang,31952,,,NO_RESULT
621,丽景城,深圳76区前进二路与西乡大道交汇处,宝安,西乡,xixiang,30765,,,ERR:HTTP Error 429: Too 
622,富通城三期,深圳中心区海滨大道与西乡大道交汇处,宝安,西乡,xixiang,36543,,,ERR:HTTP Error 429: Too 
623,天骄世家,深圳宝安区宝城76区,宝安,西乡,xixiang,30995,,,NO_RESULT
624,鸿隆广场,深圳宝安区80区107国道旁,宝安,西乡,xixiang,28830,,,ERR:HTTP Error 429: Too 
625,招商果岭花园,深圳西乡碧海片区宝安大道与银田路交汇处,宝安,西乡,xixiang,35103,,,NO_RESULT
626,宝田雅苑,深圳西乡街道西乡大道西、共和工业路南侧(铁仔路旁),宝安,西乡,xixiang,29801,,,ERR:HTTP Error 429: Too 
627,合正汇一城,深圳西乡大道与新湖路交汇处,宝安,西乡,xixiang,38597,,,NO_RESULT
628,西城丰和,深圳西乡大道与宝民二路交汇处,宝安,西乡,xixiang,27791,,,NO_RESULT
629,泰华阳光海花园,深圳宝源路和西乡大道交汇处,宝安,西乡,xixiang,40884,,,ERR:HTTP Error 429: Too 
630,凤凰雅居,深圳西乡前进二路与宝田一路交汇处,宝安,西乡,xixiang,29356,,,ERR:HTTP Error 429: Too 
631,中粮锦云,深圳宝安区前进路与流塘路交汇处,宝安,西乡,xixiang,32235,,,NO_RESULT
632,润恒尚园,深圳新湖路与碧海湾高尔夫交汇处,宝安,西乡,xixiang,36229,,,ERR:HTTP Error 429: Too 
633,翠景居,深圳西乡大道与宝民路交汇处,宝安,西乡,xixiang,22668,,,NO_RESULT
634,大益广场,深圳宝安大道与西乡大道交汇处,宝安,西乡,xixiang,26354,,,ERR:HTTP Error 429: Too 
635,中信湾上六座,深圳西乡兴业路与悦和路交汇处,宝安,西乡,xixiang,38539,,,ERR:HTTP Error 429: Too 
636,桃源居,"深圳107国道东侧,前进路西侧",宝安,西乡,xixiang,25259,,,ERR:HTTP Error 429: Too 
637,富通城,深圳西乡大道与兴业路交汇处,宝安,西乡,xixiang,34106,,,ERR:HTTP Error 429: Too 
638,蟠龙居,深圳宝安区西乡新城大道58区,宝安,西乡,xixiang,30244,,,NO_RESULT
639,广兴源圣拿威,深圳西乡碧海中心区海城路与宝源路交汇处,宝安,西乡,xixiang,29706,,,ERR:HTTP Error 429: Too 
640,御龙居,"深圳西乡大道以北,企龙路以东",宝安,西乡,xixiang,28281,,,ERR:HTTP Error 429: Too 
641,富瑰园,深圳新安路与西乡大道交汇处,宝安,西乡,xixiang,25992,,,NO_RESULT
642,碧海名园,"深圳宝安区西乡镇57-1区,西乡大道与铁仔路交汇处",宝安,西乡,xixiang,29938,,,NO_RESULT
643,中信领航,深圳航城大道与宝安大道交汇处,宝安,西乡,xixiang,30061,,,NO_RESULT
644,玉湖湾,深圳碧海中心区西北部银田路与兴业路的交汇处(碧海湾高尔夫旁),宝安,西乡,xixiang,38328,,,NO_RESULT
645,双龙花园,深圳西乡大道西乡立交旁,宝安,西乡,xixiang,19548,,,ERR:HTTP Error 429: Too 
646,中熙香缤山,深圳西乡大道与前进路交汇处东北侧,宝安,西乡,xixiang,30459,,,NO_RESULT
647,青春庭园,深圳宝安区西乡镇宝民二路与榕村路交汇南,宝安,西乡,xixiang,25155,,,NO_RESULT
648,泰华豪园,深圳宝民路与泰豪商业街交汇处,宝安,西乡,xixiang,25906,,,ERR:HTTP Error 429: Too 
649,航空新城1号,"深圳西乡街道107广深路西侧机场综合开发区内,桃源居西侧",宝安,西乡,xixiang,24946,,,NO_RESULT
650,圣淘沙骏园,深圳西乡大道与新湖路交汇处,宝安,西乡,xixiang,44085,,,ERR:HTTP Error 429: Too 
651,富通城五期,深圳海滨大道与西乡大道交汇处,宝安,西乡,xixiang,40155,,,NO_RESULT
652,中粮澜山,深圳广深高速公路宝安出口企龙山下,宝安,西乡,xixiang,31756,,,NO_RESULT
653,中粮万福阁,深圳宝安78区前进二路和流塘路交汇处北侧,宝安,西乡,xixiang,31414,,,ERR:HTTP Error 429: Too 
654,绿海名居,深圳西乡大道南侧,宝安,西乡,xixiang,34938,,,NO_RESULT
655,碧湾雅园,深圳宝安宝源路与海城路交汇处,宝安,西乡,xixiang,31343,,,ERR:HTTP Error 429: Too 
656,碧海湾花园,深圳西乡镇新湖路,宝安,西乡,xixiang,26936,113.8548742,22.5803326,OK
657,绿海名苑,深圳西乡大道与盐田街交汇处,宝安,西乡,xixiang,31426,,,NO_RESULT
658,泰华明珠,深圳宝安区宝安80区,宝安,西乡,xixiang,27378,,,ERR:HTTP Error 429: Too 
659,万象新天,深圳宝安大道与固戍二路交汇处,宝安,西乡,xixiang,22254,,,ERR:HTTP Error 429: Too 
660,山语华庭,"深圳西乡大道与广深高速交叉口处,宝安公园旁",宝安,西乡,xixiang,35434,,,NO_RESULT
661,嘉华东花园,深圳宝安74区流塘路与前进二路交汇处附近,宝安,西乡,xixiang,20613,,,ERR:HTTP Error 429: Too 
662,富通城四期,深圳西乡西乡大道与兴业路交汇处,宝安,西乡,xixiang,34842,,,NO_RESULT
663,富通城二期,深圳宝安中心西区西乡大道与宝源路交汇处,宝安,西乡,xixiang,34660,,,ERR:HTTP Error 429: Too 
664,固戍华庭,深圳宝安西乡固戍一路,宝安,西乡,xixiang,9114,,,ERR:HTTP Error 429: Too 
665,桃源居12区,深圳前进二路桃源居,宝安,西乡,xixiang,29172,,,NO_RESULT
666,中熙香缇湾,深圳西乡街道办碧海中心区宝源路和共乐路交汇处西北侧,宝安,西乡,xixiang,38631,,,NO_RESULT
667,桃源盛景园,深圳前进二路与汇江三路交汇处,宝安,西乡,xixiang,27965,,,ERR:HTTP Error 429: Too 
668,兴华花园(宝安),深圳西乡宝安大道与西乡大道交汇处,宝安,西乡,xixiang,18943,,,NO_RESULT
669,雅涛花园,深圳宝安西乡宝源路与码头路交汇处,宝安,西乡,xixiang,30111,,,NO_RESULT
670,世外桃源,深圳前进二路与汇江三路交汇处,宝安,西乡,xixiang,25599,,,ERR:HTTP Error 429: Too 
671,海湾明珠,深圳西乡新中心区西乡大道与新湾路交汇处,宝安,西乡,xixiang,33783,,,NO_RESULT
672,桃源居首府,深圳桃源居五路与汇江一路交汇处(西乡街道桃源社区),宝安,西乡,xixiang,29342,,,NO_RESULT
673,桃源居14区,深圳宝安西乡前进二路与洲石公路交汇处,宝安,西乡,xixiang,25179,,,ERR:HTTP Error 429: Too 
674,桃源居桃源盛景园二期,深圳桃源居桃源三路与汇江三路交汇处,宝安,西乡,xixiang,27935,,,NO_RESULT
675,桃源居11区,深圳宝安前进二路与汇江一路交汇处,宝安,西乡,xixiang,31809,,,NO_RESULT
676,臣田新苑,深圳宝安区西乡街道宝田一路,宝安,西乡,xixiang,4564,113.8721584,22.5969296,OK
677,流塘大厦,深圳宝安区西乡镇宝民二路,宝安,西乡,xixiang,18866,113.8820505,22.57947,OK
678,中粮鸿云,深圳碧海片区(宝安大道与西乡大道交汇处),宝安,西乡,xixiang,30461,,,ERR:HTTP Error 429: Too 
679,永安商业城,"深圳宝安西乡大门内,南国商场楼上",宝安,西乡,xixiang,18440,,,ERR:HTTP Error 429: Too 
680,天琴阁,深圳西乡大道与新湖路交汇处,宝安,西乡,xixiang,39004,,,ERR:HTTP Error 429: Too 
681,西津美地,深圳西乡银田路与兴业路交汇处(深圳恒生医院附近),宝安,西乡,xixiang,37226,,,ERR:HTTP Error 429: Too 
682,槟城西岸,深圳西乡大道与宝源路交汇处,宝安,西乡,xixiang,39745,,,ERR:HTTP Error 429: Too 
683,东山花园,深圳西乡固戍大门直入500米,宝安,西乡,xixiang,4942,,,NO_RESULT
684,半岛明苑,深圳宝安西乡海滨新村旁,宝安,西乡,xixiang,25959,,,ERR:HTTP Error 429: Too 
685,航城国际公寓,深圳西乡黄田段107国道东侧,宝安,西乡,xixiang,21160,,,ERR:HTTP Error 429: Too 
686,颐合花园,深圳西乡镇56区怡园路东三巷5号,宝安,西乡,xixiang,17765,,,NO_RESULT
687,锦新明铭邸,深圳西乡银田路与宝源路交汇处,宝安,西乡,xixiang,38593,,,ERR:HTTP Error 429: Too 
688,翠景居二期,深圳宝安农批市场对面,宝安,西乡,xixiang,24930,,,NO_RESULT
689,金达花园,深圳西乡镇广深路黄田路(后瑞公交站附近),宝安,西乡,xixiang,21144,,,ERR:HTTP Error 429: Too 
690,宝城花园,深圳宝安西乡新湾路与海城路交汇处,宝安,西乡,xixiang,19419,,,ERR:HTTP Error 429: Too 
691,海湾明珠二期,深圳西乡新中心区西乡大道旁,宝安,西乡,xixiang,34145,,,NO_RESULT
692,桃源居13区,深圳西乡前进二路桃源居13区,宝安,西乡,xixiang,30686,,,ERR:HTTP Error 429: Too 
693,富通城十锦,深圳西乡街道兴业路与西乡大道交汇处,宝安,西乡,xixiang,46449,,,ERR:HTTP Error 429: Too 
694,汇庭居,深圳西乡固戍三围,宝安,西乡,xixiang,4495,,,ERR:HTTP Error 429: Too 
695,固戍花园住宅,深圳西乡固戍一路,宝安,西乡,xixiang,6166,,,ERR:HTTP Error 429: Too 
696,恒丰工业城,深圳宝安鹤洲工业城,宝安,西乡,xixiang,8870,,,NO_RESULT
697,安源居,深圳宝安区西乡镇庄边路与宝民二路交汇处,宝安,西乡,xixiang,23568,,,ERR:HTTP Error 429: Too 
698,碧湾居,深圳宝源路与碧湾路交汇,宝安,西乡,xixiang,5078,,,NO_RESULT
699,创富时代俊景园,深圳西乡黄田村107国道东侧,宝安,西乡,xixiang,21537,,,NO_RESULT
700,帝城雅苑,深圳宝安西乡新湖路与海城路交汇处,宝安,西乡,xixiang,5257,,,ERR:HTTP Error 429: Too 
701,桃源居桃源盛景园三期,深圳宝安西乡汇江三路与桃源四路交汇处,宝安,西乡,xixiang,27421,,,NO_RESULT
702,桃源居3区,深圳宝安西乡前进二路与航程大道交汇处,宝安,西乡,xixiang,33123,,,ERR:HTTP Error 429: Too 
703,翠湖花园,深圳107国道黄田路段,宝安,西乡,xixiang,15351,,,ERR:HTTP Error 429: Too 
704,麻布新村,深圳宝安西乡麻布新村,宝安,西乡,xixiang,6176,113.8697136,22.572267,OK
705,怡翠花园,深圳107国道旁、西乡立交旁,宝安,西乡,xixiang,22221,,,ERR:HTTP Error 429: Too 
706,桃源居5区,深圳桃源三路与汇江三路交汇处,宝安,西乡,xixiang,25417,,,ERR:HTTP Error 429: Too 
707,碧海新苑,深圳宝安兴业路与金海路交汇处,宝安,西乡,xixiang,7415,,,NO_RESULT
708,宝源新村,深圳宝安西乡街道劳动路宝源新村,宝安,西乡,xixiang,5326,,,NO_RESULT
709,嘉华花园西区,深圳79区建安二路与流塘路交汇处,宝安,西乡,xixiang,19779,,,ERR:HTTP Error 429: Too 
710,荣恒新苑,深圳地址: 宝安西乡流塘派出所对面,宝安,西乡,xixiang,8983,,,NO_RESULT
711,桃源居4区,深圳桃源居4区宝安西乡前进二路路口附近,宝安,西乡,xixiang,32004,,,NO_RESULT
712,新安市场,深圳宝安西乡55区西乡大道旁,宝安,西乡,xixiang,13580,,,ERR:HTTP Error 429: Too 
713,海城名苑,深圳宝安区西乡镇劳动村海城新村,宝安,西乡,xixiang,4722,,,NO_RESULT
714,中信领航商铺,深圳广东省深圳市宝安区西乡107国道和航城大道交汇处,宝安,西乡,xixiang,0,,,NO_RESULT
715,宝雅苑,深圳宝安区76区前进路与流塘路交汇,宝安,西乡,xixiang,3999,,,NO_RESULT
716,共乐华庭,深圳宝安西乡宝安大道,宝安,西乡,xixiang,11550,,,ERR:HTTP Error 429: Too 
717,碧海名园二期,深圳西乡大道与铁仔路交汇处(大益广场侧三百米),宝安,西乡,xixiang,32370,,,NO_RESULT
718,锦欣花园,深圳新湖路与银田路交汇处高尔夫球场旁,宝安,西乡,xixiang,21597,,,NO_RESULT
719,东方雅苑(宝安),深圳宝安西乡臣田路与宝民二路交汇处,宝安,西乡,xixiang,4337,,,ERR:HTTP Error 429: Too 
720,福安楼(宝安),深圳宝安73区新安四路与锦花路交汇处,宝安,西乡,xixiang,21526,,,NO_RESULT
721,嘉华花园,深圳宝安区西乡镇流塘路宝城77区,宝安,西乡,xixiang,24820,,,ERR:HTTP Error 429: Too 
722,龙珠花园(西乡),深圳宝安西乡55区107国道西乡中学旁边,宝安,西乡,xixiang,7646,,,ERR:HTTP Error 429: Too 
723,名城花园,深圳西乡大道新安市场对面,宝安,西乡,xixiang,21790,,,ERR:HTTP Error 429: Too 
724,碧海名园三期,深圳西乡镇57-1区西乡大道与铁仔路交汇处,宝安,西乡,xixiang,29664,,,ERR:HTTP Error 429: Too 
725,流塘新村,深圳西乡街道建安路与宝民路之间,宝安,西乡,xixiang,3526,,,ERR:HTTP Error 429: Too 
726,招商果岭花园商铺,深圳西乡碧海片区宝安大道与银田路交汇处(西乡沃尔玛旁),宝安,西乡,xixiang,0,,,NO_RESULT
727,鹤洲豪庭,深圳西乡鹤洲新村,宝安,西乡,xixiang,6257,,,NO_RESULT
728,海乐花园,深圳新湖路与西乡大道交汇处,宝安,西乡,xixiang,25132,,,ERR:HTTP Error 429: Too 
729,流塘大厦写字楼,深圳79区宝民路与新安路交汇处,宝安,西乡,xixiang,24397,,,NO_RESULT
730,合正汇一城写字楼,深圳宝安西乡大道与新湖路交汇处(地铁1号线西乡站上) 西乡天虹楼上,宝安,西乡,xixiang,32059,,,ERR:HTTP Error 429: Too 
731,西格公寓,深圳新安六路与兴业路交汇处,宝安,西乡,xixiang,10090,,,NO_RESULT
732,富通V都会,深圳航城大道与固兴路交汇处(地铁1号线固戍站A出口),宝安,西乡,xixiang,20161,,,ERR:HTTP Error 429: Too 
733,海涛居,深圳新安六路与宝源路交汇处,宝安,西乡,xixiang,28984,,,NO_RESULT
734,鼎尚时代,深圳固戍一路与恒南路交汇处,宝安,西乡,xixiang,9271,,,ERR:HTTP Error 429: Too 
735,三围村,深圳宝安西乡街道办三围北路三围村,宝安,西乡,xixiang,4054,,,ERR:HTTP Error 429: Too 
736,蚝业雅苑,深圳西乡大道与新湖路交汇处,宝安,西乡,xixiang,14844,,,NO_RESULT
737,万骏汇商务公寓,深圳107国道与西乡大道交汇处,宝安,西乡,xixiang,17337,,,ERR:HTTP Error 429: Too 
738,香雅阁,深圳前进二路凤凰岗,宝安,西乡,xixiang,10177,,,NO_RESULT
739,景成大厦,深圳宝安西乡镇广深公路西侧,宝安,西乡,xixiang,3275,,,NO_RESULT
740,荔香名苑,深圳宝安区西乡固戍,宝安,西乡,xixiang,4053,,,ERR:HTTP Error 429: Too 
741,新城广场,深圳宝安西乡流塘路与107国道交界处,宝安,西乡,xixiang,6979,,,NO_RESULT
742,福华苑,深圳宝安西乡坪洲新湖路,宝安,西乡,xixiang,4581,,,ERR:HTTP Error 429: Too 
743,锦绣花园(宝安),深圳宝安西乡黄田西部开发区,宝安,西乡,xixiang,12067,,,NO_RESULT
744,明月花都,深圳宝安西乡大道与共和工业路交汇处(大益广场旁边),宝安,西乡,xixiang,13237,,,NO_RESULT
745,中信领航二期,深圳[宝安 西乡]航空新城宝安大道与航城大道交汇处(桃源居附近),宝安,西乡,xixiang,30667,,,NO_RESULT
746,流塘阳光,深圳流塘路与前进二路交汇处(流塘新村旁),宝安,西乡,xixiang,25003,,,NO_RESULT
747,御龙居二期,"深圳西乡大道以北,企龙路以东(邻近广深高速会安出口)",宝安,西乡,xixiang,27797,,,ERR:HTTP Error 429: Too 
748,安泰花园,深圳58区宝源路,宝安,西乡,xixiang,20563,,,ERR:HTTP Error 429: Too 
749,鸣乐花园,深圳宝安区西乡街道巡抚路鸣乐花园,宝安,西乡,xixiang,17527,,,ERR:HTTP Error 429: Too 
750,海滨新村,深圳宝安宝城路(坪洲地铁口南面),宝安,西乡,xixiang,11943,,,NO_RESULT
751,臣田村,深圳宝安西乡街道前进二路臣田村,宝安,西乡,xixiang,4154,,,ERR:HTTP Error 429: Too 
752,利安公寓,深圳宝安西乡中心区三十区前进一路,宝安,西乡,xixiang,13346,,,ERR:HTTP Error 429: Too 
753,丰雅苑,深圳宝安27区宝民二路54号(流塘影剧院旁),宝安,西乡,xixiang,4992,,,NO_RESULT
754,径贝村,深圳宝安西乡街道径贝村,宝安,西乡,xixiang,8385,,,NO_RESULT
755,流塘村,深圳西乡街道流塘村,宝安,西乡,xixiang,4104,113.8869361,22.5837009,OK
756,怡宝花园,深圳宝安西乡前进二路三围路口旁,宝安,西乡,xixiang,18890,,,NO_RESULT
757,桃源居大城小院,深圳西乡固戍桃源居,宝安,西乡,xixiang,23248,,,NO_RESULT
758,西发花园,深圳宝安大道广深路西乡段105,宝安,西乡,xixiang,9988,,,ERR:HTTP Error 429: Too 
759,富通蟠龙居商铺,深圳宝安区西乡新城大道58区,宝安,西乡,xixiang,0,,,ERR:HTTP Error 429: Too 
760,海湾明珠商铺,深圳西乡新中心区西乡大道旁,宝安,西乡,xixiang,0,,,NO_RESULT
761,领航城·领翔,深圳前海航空新城宝安大道转航城大道,宝安,西乡,xixiang,24803,,,NO_RESULT
762,叙文阁,深圳西乡海城路1号,宝安,西乡,xixiang,4985,,,ERR:HTTP Error 429: Too 
763,雅居苑,深圳西乡固戍地铁口D出口,宝安,西乡,xixiang,7542,,,NO_RESULT
764,蘅芳苑小区,深圳宝安区西乡街道劳动一队,宝安,西乡,xixiang,6957,,,NO_RESULT
765,圣淘沙骏园商铺,深圳宝安区西乡大道与新湖路交汇处,宝安,西乡,xixiang,0,,,ERR:HTTP Error 429: Too 
766,深业U中心,深圳宝安鹤洲洲石路北二路,宝安,西乡,xixiang,26000,,,ERR:HTTP Error 429: Too 
767,天骄世家商铺,"深圳宝城76区,锦花路与西乡大道交汇处",宝安,西乡,xixiang,0,,,ERR:HTTP Error 429: Too 
768,中信领航三期,深圳西乡107国道和航城大道交汇处,宝安,西乡,xixiang,17022,,,NO_RESULT
769,锦新明铭邸商铺,深圳西乡银田路与宝源路交汇处,宝安,西乡,xixiang,0,,,NO_RESULT
770,凤凰阁,深圳前进路凤凰岗,宝安,西乡,xixiang,9053,,,NO_RESULT
771,万象新天二期,深圳固戍二路与宝安大道交汇处,宝安,西乡,xixiang,34614,,,NO_RESULT
772,桃源居综合楼,深圳宝安区西乡街道广深公路东侧,宝安,西乡,xixiang,12064,,,NO_RESULT
773,中粮澜山别墅,深圳西乡广深高速宝安出口企龙山下(禧鸿源工业大厦旁),宝安,西乡,xixiang,44669,,,NO_RESULT
774,龙腾花园,深圳宝安西乡55区西乡大道旁,宝安,西乡,xixiang,18272,,,NO_RESULT
775,绿海名苑商铺,深圳西乡街道西乡大道西北侧,宝安,西乡,xixiang,0,,,NO_RESULT
776,松茂御龙湾,深圳西乡碧海湾银田路与宝怡路交汇处(恒生医院公交总站对面),宝安,西乡,xixiang,27425,,,NO_RESULT
777,中粮锦云商铺,深圳前进路与流塘路交汇处,宝安,西乡,xixiang,0,,,NO_RESULT
778,富盈门商铺,深圳宝安区前进2路,宝安,西乡,xixiang,0,,,NO_RESULT
779,富通V都会写字楼,深圳航城大道与固兴路交汇处(地铁1号线固戍站A出口),宝安,西乡,xixiang,23222,,,ERR:HTTP Error 429: Too 
780,中粮锦云写字楼,深圳宝安区前进路与流塘路交汇处,宝安,西乡,xixiang,28607,,,ERR:HTTP Error 429: Too 
781,百佳华大厦,深圳宝安西乡河东路与宝安大道交汇处,宝安,西乡,xixiang,16124,,,ERR:HTTP Error 429: Too 
782,富通城五期商铺,深圳深圳市宝安区海滨大道与西乡大道交汇处,宝安,西乡,xixiang,0,,,ERR:HTTP Error 429: Too 
783,共乐商务中心大厦,深圳西乡大道大益广场对面,宝安,西乡,xixiang,12032,,,NO_RESULT
784,华侨新村,深圳宝安西乡宝安大道旁,宝安,西乡,xixiang,13987,,,ERR:HTTP Error 429: Too 
785,恒丰公寓三期,深圳宝安西乡街道鹤州恒丰工业城,宝安,西乡,xixiang,7335,,,ERR:HTTP Error 429: Too 
786,康达尔山海上城,深圳前海宝安大道铁仔山公园南门(宝安大道与通达路交汇处),宝安,西乡,xixiang,24054,,,ERR:HTTP Error 429: Too 
787,桃源居首府别墅,深圳西乡街道桃源社区桃源居五路与汇江一路交汇处,宝安,西乡,xixiang,57408,,,ERR:HTTP Error 429: Too 
788,中熙香缇湾商铺,深圳西乡街道办碧海中心区宝源路和共乐路交汇处西北侧,宝安,西乡,xixiang,0,,,ERR:HTTP Error 429: Too 
789,金达花园二期,深圳西乡镇广深路黄田路(后瑞公交站附近),宝安,西乡,xixiang,18734,,,ERR:HTTP Error 429: Too 
790,流塘大厦商铺,深圳西乡镇宝民二路,宝安,西乡,xixiang,0,,,NO_RESULT
791,下塘村,深圳西乡街道鸣乐街下塘村,宝安,西乡,xixiang,4783,,,NO_RESULT
792,西城丰和商铺,深圳宝安81区西乡大道与宝民二路交汇处,宝安,西乡,xixiang,0,,,NO_RESULT
793,宝顺楼,深圳宝民二路与西乡大道交汇,宝安,西乡,xixiang,5262,,,NO_RESULT
794,宝安73区商住楼商铺,深圳宝安73区、宝安公园对面,宝安,西乡,xixiang,0,,,ERR:HTTP Error 429: Too 
795,华龙花园,深圳宝安西乡55区,宝安,西乡,xixiang,16828,,,ERR:HTTP Error 429: Too 
796,海湾明珠二期商铺,深圳西乡新中心区西乡地铁口悦和路海湾明珠花园,宝安,西乡,xixiang,0,,,NO_RESULT
797,河东骏丰园,深圳西乡建安二路,宝安,西乡,xixiang,3448,,,ERR:HTTP Error 429: Too 
798,愉盛工业园住宅,深圳宝安西乡街道107国道西乡段467号愉盛工业园,宝安,西乡,xixiang,3601,,,NO_RESULT
799,共乐村,深圳宝安西乡街道鸣乐街共乐村,宝安,西乡,xixiang,5401,,,NO_RESULT
800,鸿隆广场商铺,深圳鸿隆广场宝安80区宝民二路,宝安,西乡,xixiang,0,,,NO_RESULT
801,骏景园,深圳西乡107国道旁,宝安,西乡,xixiang,16844,,,ERR:HTTP Error 429: Too 
802,绿海名居商铺,深圳西乡街道西乡大道南侧坪洲开发区,宝安,西乡,xixiang,0,,,ERR:HTTP Error 429: Too 
803,上围园新村,深圳宝安西乡街道办上围园新村,宝安,西乡,xixiang,4747,,,ERR:HTTP Error 429: Too 
804,泰华阳光海湾花园商铺,深圳西乡宝源路和西乡大道交汇处,宝安,西乡,xixiang,0,,,ERR:HTTP Error 429: Too 
805,西乡物业大厦,深圳宝安西乡80区宝民路,宝安,西乡,xixiang,15911,,,ERR:HTTP Error 429: Too 
806,新安市场商铺,深圳宝安西乡55区西乡大道旁,宝安,西乡,xixiang,0,,,ERR:HTTP Error 429: Too 
807,颐合花园商铺,深圳宝安区西乡镇56区,宝安,西乡,xixiang,0,,,ERR:HTTP Error 429: Too 
808,龙珠山顶花园,深圳宝安区西乡中学旁边,宝安,西乡,xixiang,8608,,,ERR:HTTP Error 429: Too 
809,名城花园(西乡)商铺,深圳宝安西乡大道新安市场对面,宝安,西乡,xixiang,0,,,ERR:HTTP Error 429: Too 
810,君成雍和园,深圳西乡前进路和西乡大道交汇处东,宝安,西乡,xixiang,7228,,,NO_RESULT
811,桃源居桃源盛景园二期商铺,深圳桃源居桃源三路与汇江三路交汇处,宝安,西乡,xixiang,0,,,NO_RESULT
812,万骏国际商务公寓,深圳107国道与西乡大道交汇处,宝安,西乡,xixiang,19041,,,ERR:HTTP Error 429: Too 
813,阳光新居,深圳宝安区西乡107国道与航城大道交汇处,宝安,西乡,xixiang,14234,,,ERR:HTTP Error 429: Too 
814,中信湾上六座商铺,深圳西乡兴业路与悦和路交会处,宝安,西乡,xixiang,0,,,ERR:HTTP Error 429: Too 
815,槟城西岸商铺,深圳宝安西乡大道与宝源路交汇处,宝安,西乡,xixiang,0,,,NO_RESULT
816,富通城商铺,深圳西乡大道与兴业路交汇处,宝安,西乡,xixiang,0,,,ERR:HTTP Error 429: Too 
817,非常公馆商铺,深圳宝安大道与西乡大道交汇处(大益广场旁),宝安,西乡,xixiang,0,,,NO_RESULT
818,鸿雅苑,深圳深圳西乡固戍海滨新村市场旁,宝安,西乡,xixiang,3758,,,NO_RESULT
819,嘉华花园商铺,深圳宝安区西乡镇流塘路宝城77区,宝安,西乡,xixiang,0,,,ERR:HTTP Error 429: Too 
820,泰华阳光海花园别墅,深圳西乡宝源路和西乡大道交汇处,宝安,西乡,xixiang,28367,,,ERR:HTTP Error 429: Too 
821,桃源盛世园商铺,深圳西乡前进路北端桃源居社区内,宝安,西乡,xixiang,0,,,NO_RESULT
822,桃源居桃源盛景园三期商铺,深圳宝安西乡汇江三路与桃源四路交汇处,宝安,西乡,xixiang,0,,,ERR:HTTP Error 429: Too 
823,永安商业城商铺,"深圳宝安西乡大门内,南国商场楼上",宝安,西乡,xixiang,0,,,ERR:HTTP Error 429: Too 
824,宝城花园商铺,深圳宝安西乡新湾路与海城路交汇处,宝安,西乡,xixiang,0,,,ERR:HTTP Error 429: Too 
825,碧湾雅园商铺,深圳宝安宝源路与海城路交汇处,宝安,西乡,xixiang,0,,,ERR:HTTP Error 429: Too 
826,大益广场商铺,深圳宝安大道与西乡大道交汇处,宝安,西乡,xixiang,0,,,ERR:HTTP Error 429: Too 
827,海灏华庭,深圳宝安区西乡镇劳动村西乡大道,宝安,西乡,xixiang,21116,,,ERR:HTTP Error 429: Too 
828,航城国际公寓商铺,深圳宝安西乡黄田段107国道东侧,宝安,西乡,xixiang,0,,,NO_RESULT
829,劳动村,深圳宝安西乡劳动村一队西区16号,宝安,西乡,xixiang,4951,,,ERR:HTTP Error 429: Too 
830,流塘新村商铺,深圳西乡街道建安路与宝民路之间,宝安,西乡,xixiang,0,,,ERR:HTTP Error 429: Too 
831,青春庭园商铺,深圳宝安区西乡镇宝民二路与榕村路交汇南,宝安,西乡,xixiang,0,,,ERR:HTTP Error 429: Too 
832,双龙花园商铺,深圳宝安56区、西乡大道西乡立交旁,宝安,西乡,xixiang,0,,,ERR:HTTP Error 429: Too 
833,世外桃源综合楼,深圳宝安区西乡世外桃源综合楼,宝安,西乡,xixiang,20904,,,ERR:HTTP Error 429: Too 
834,桃源居桃源盛景园商铺,深圳宝安西乡汇江三路与桃源四路交汇处,宝安,西乡,xixiang,0,,,NO_RESULT
835,泰华豪园商铺,深圳宝民路与泰豪商业街交汇处,宝安,西乡,xixiang,0,,,NO_RESULT
836,西乡步行街商铺,深圳深圳市宝安区西乡步行街河西路,宝安,西乡,xixiang,0,,,NO_RESULT
837,中粮鸿云商铺,深圳碧海片区(宝安大道与西乡大道交汇处),宝安,西乡,xixiang,0,,,ERR:HTTP Error 429: Too 
838,中熙ECO国际,深圳区西乡大道与前进路交汇处,宝安,西乡,xixiang,28926,,,ERR:HTTP Error 429: Too 
839,宝翠山庄,深圳宝安115区企龙山畔,宝安,西乡,xixiang,23308,,,NO_RESULT
840,碧海名园商铺,"深圳宝安区西乡镇57-1区,西乡大道与铁仔路交汇处",宝安,西乡,xixiang,0,,,ERR:HTTP Error 429: Too 
841,富通城三期商铺,深圳宝安中心区海滨大道与西乡大道交汇处,宝安,西乡,xixiang,0,,,NO_RESULT
842,固戍花园,深圳宝安西乡固戍花园,宝安,西乡,xixiang,0,113.8404248,22.5927637,OK
843,共乐村商铺,深圳宝安西乡街道鸣乐街共乐村,宝安,西乡,xixiang,0,,,NO_RESULT
